rank,place,barrio,kind,area_m2,area_figure,asking_usd,asking_native,currency,estimate_usd,estimate_low_usd,estimate_high_usd,confidence,comps,segment,rank_score,listings,days_listed,source,url,department_market,city_market
638,"Capiatá, Central",,casa,200,built,65808.73,390000000,PYG,78561.47,46720.5,117865.77,42,5,casa|central,535615,1,,infocasas,https://www.infocasas.com.py/casa-venta-capiata-paraguay-invierte-en-un-nuevo-hogar/192905621,Central,Capiatá
639,Asunción,La Recoleta,departamento,44,built,76343,76343,USD,85875.4,51636.88,120457.43,56,8,departamento|asuncion,533815,1,,cb,https://coldwellbanker.com.py/propiedad/departamento-de-1-dormitorio-en-venta-en-barrio-recoleta-asuncion-edificio-lumiere-mcal--4446149,Asunción,
640,Asunción,Dr. Francia,departamento,50,total,72000,72000,USD,81530.83,49024.49,114363.29,56,8,departamento|asuncion,533726,2,128,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143098009-739,Asunción,
641,"San Bernardino, Cordillera",,terreno,612,land,28685.86,170000000,PYG,39573.55,26090.84,51556.42,49,8,terreno|cordillera,533497,1,,uprop,https://uprop.com.py/detail/terreno-de-612-m2-a-metros-de-puerta-del-lago-san-bernardino-2667f226-54f2-46e3-93ef-0452ac15458e,Cordillera,San Bernardino
642,"Emboscada, Cordillera",,terreno,232,land,8268.28,49000000,PYG,19082.11,12580.83,24860.17,49,0,terreno|cordillera,529878,1,219,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/emboscada/143072035-103,Cordillera,
643,"Ypacaraí, Central",,casa,48,built,31216.96,185000000,PYG,43813.41,26055.84,65733.27,42,0,casa|central,529051,1,,infocasas,https://www.infocasas.com.py/vendo-casa-en-pedroso-ypacarai-de-calle-a-calle/193635318,Central,Ypacaraí
644,"Villa Elisa, Central",,casa,100,built,51465.81,305000000,PYG,64041.7,38085.6,96081.76,42,8,casa|central,528187,1,128,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/villa-elisa/143068065-59,Central,Villa Elisa
645,"Itauguá, Central",,casa,160,built,67496.14,400000000,PYG,80030.3,47594.02,120069.46,42,0,casa|central,526435,1,,infocasas,https://www.infocasas.com.py/vendo-casa-en-itaugua/190417325,Central,Itauguá
646,"Villa Elisa, Central",,departamento,64,built,42606.94,252500000,PYG,55127.33,33423.7,83958.92,42,0,departamento|central,525856,1,,uprop,https://uprop.com.py/detail/departamento-en-edificio-complejo-parque-elisa-villa-elisa-id-46484-725b1777-894b-45a4-a202-ad5d2fc40f57,Central,Villa Elisa
647,"San Bernardino, Cordillera",,terreno,416,land,25311.05,150000000,PYG,36037.36,23759.43,46949.47,49,8,terreno|cordillera,525589,1,48,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143063206-28,Cordillera,San Bernardino
648,"San Bernardino, Cordillera",,terreno,1153,total,40358,40358,USD,51059.66,33663.64,66520.53,49,1,terreno|cordillera,524381,1,458,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143054111-113,Cordillera,San Bernardino
649,"San Bernardino, Cordillera",,terreno,1151,total,40320,40320,USD,51019.08,33636.88,66467.66,49,1,terreno|cordillera,524255,3,458,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143054111-116,Cordillera,San Bernardino
650,"San Bernardino, Cordillera",,terreno,360,land,21936.24,130000000,PYG,32635.02,21516.27,42516.91,49,8,terreno|cordillera,524240,2,245,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143054112-47,Cordillera,San Bernardino
651,"Caacupé, Cordillera",,terreno,414,land,16030.33,95000000,PYG,26713.38,17612.13,34802.19,49,4,terreno|cordillera,523469,1,17,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143026206-21,Cordillera,Caacupé
652,"Capiatá, Central",,casa,223.5,built,67496.14,400000000,PYG,79936.82,47538.43,119929.21,42,3,casa|central,522509,1,10,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/capiata/143061100-2,Central,Capiatá
653,"Caacupé, Cordillera",,terreno,450,land,14342.93,85000000,PYG,24935.57,16440.02,32486.06,49,2,terreno|cordillera,519039,1,57,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143019104-9,Cordillera,Caacupé
654,Asunción,Recoleta,departamento,47,total,67874,67874,USD,77141.03,46384.9,108205.73,56,8,departamento|asuncion,518954,1,527,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143100020-30,Asunción,
655,Asunción,Villa Aurelia,departamento,60,total,82000,82000,USD,91264.8,54877.53,128017.14,56,8,departamento|asuncion,518829,1,484,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143082002-216,Asunción,
656,"Caacupé, Cordillera",,terreno,5507,land,67496.14,400000000,PYG,78048.97,51457.69,101682.2,49,4,terreno|cordillera,517089,1,64,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143025253-2,Cordillera,Caacupé
657,"Villa Elisa, Central",,casa,210,built,64121.33,380000000,PYG,76391.98,45430.31,114610.88,42,8,casa|central,515367,1,124,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/villa-elisa/143080161-39,Central,Villa Elisa
658,"Caacupé, Cordillera",,terreno,5000,land,61590.23,365000000,PYG,72091.66,47530.03,93921.02,49,3,terreno|cordillera,514570,1,,uprop,https://uprop.com.py/detail/terreno-de-5-000-m2-en-caacupe-cabanas-cdaea953-1207-4345-a0d4-ce205eca3d6c,Cordillera,Caacupé
659,"Capiatá, Central",,casa,120,built,38810.28,230000000,PYG,51060.78,30365.85,76606.5,42,2,casa|central,514521,1,,uprop,https://uprop.com.py/detail/casa-en-capiata-barrio-san-antonio-da4f94c9-7a31-457a-9666-1c50b40513a0,Central,Capiatá
660,"Caacupé, Cordillera",,terreno,406,land,15186.63,90000000,PYG,25683.69,16933.26,33460.71,49,4,terreno|cordillera,514356,1,17,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143026206-22,Cordillera,Caacupé
661,"Lambaré, Central",,departamento,95,built,87000,87000,USD,99181.02,60133.45,151052.7,42,1,departamento|central,511603,1,1989,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/lambare/143010040-236,Central,Lambaré
662,"Altos, Cordillera",,terreno,364.65,land,21936.24,130000000,PYG,32338.84,21321,42131.05,49,2,terreno|cordillera,509727,1,153,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/altos/143001140-123,Cordillera,Altos
663,"Altos, Cordillera",,terreno,360,land,14342.93,85000000,PYG,24715.79,16295.12,32199.73,49,2,terreno|cordillera,508270,2,733,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/altos/143096015-34,Cordillera,Altos
664,"Lambaré, Central",,casa,109,built,70027.24,415000000,PYG,82116.37,48834.61,123199.19,42,8,casa|central,507743,2,,uprop,https://uprop.com.py/detail/terreno-en-lambare-05dc7d3a-f4bb-49df-82ac-99a0e290b1ab,Central,Lambaré
665,"Luque, Central",,casa,95,built,75933.16,450000000,PYG,88020.25,52345.64,132056.78,42,7,casa|central,507658,1,,uprop,https://uprop.com.py/detail/casa-en-ykua-karanday-luque-63776e6b-ed8d-4eb6-98c4-d231ecea1b23,Central,Luque
666,"San Lorenzo, Central",,terreno,440,land,37122.88,220000000,PYG,63829.68,28442.51,111535.98,19,8,terreno|central,507429,1,,uprop,https://uprop.com.py/detail/terreno-en-san-lorenzo-id-44755-ab46c280-c2dc-48df-8748-4296e05f38f1,Central,San Lorenzo
667,"Luque, Central",,casa,73,built,43872.49,260000000,PYG,55954.14,33275.93,83948,42,7,casa|central,507429,1,,uprop,https://uprop.com.py/detail/casa-a-estrenar-en-luque-barrio-canada-garay-3e59d37d-e685-4f08-acf1-621ed589e4b4,Central,Luque
668,"San Bernardino, Cordillera",,terreno,502,total,25311.05,150000000,PYG,35634.52,23493.84,46424.66,49,8,terreno|cordillera,505850,1,65,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143054126-70,Cordillera,San Bernardino
669,"Luque, Central",,departamento,53,total,58500,58500,USD,70514.59,42753,107393.73,42,8,departamento|central,504613,1,177,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/luque/143063059-87,Central,Luque
670,"Caacupé, Cordillera",,terreno,360,total,14342.93,85000000,PYG,24623.57,16234.32,32079.59,49,0,terreno|cordillera,503751,3,213,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143095034-3,Cordillera,Caacupé
671,"Capiatá, Central",,casa,150,built,50622.1,300000000,PYG,62592.24,37223.6,93907.14,42,1,casa|central,502746,1,1087,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/capiata/143080002-138,Central,Capiatá
672,"San Bernardino, Cordillera",,terreno,1188.03,total,41581,41581,USD,51746.38,34116.39,67415.18,49,1,terreno|cordillera,498103,1,470,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143054111-84,Cordillera,San Bernardino
673,"Luque, Central",,casa,78,built,44716.19,265000000,PYG,56515.33,33609.67,84789.95,42,5,casa|central,495564,1,230,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143036136-46,Central,Luque
674,"San Lorenzo, Central",,casa,120,built,45559.89,270000000,PYG,57350.66,34106.44,86043.2,42,6,casa|central,495212,1,275,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/san-lorenzo/143019087-33,Central,San Lorenzo
675,Asunción,,departamento,48.78,built,73902,73902,USD,82721.74,49740.58,116033.78,56,8,departamento|asuncion,493905,1,,uprop,https://uprop.com.py/detail/departamento-en-casa-d-altura-zona-inter-ec71b246-c1eb-475d-bba8-0957273cff79,Asunción,
676,"Fernando de la Mora, Central",,departamento,67.32,built,78000,78000,USD,89756.49,54419.36,136699.13,42,8,departamento|central,493773,1,262,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/fernando-de-la-mora/143036040-188,Central,Fernando de la Mora
677,"Nueva Italia, Central",,casa,390,built,84370.17,500000000,PYG,96017.33,57101.51,144054.8,42,0,casa|central,489181,1,,infocasas,https://www.infocasas.com.py/hermosa-casa-en-nueva-italia-en-oferta-%C2%A1%C2%A1%C2%A1%C2%A1/192343808,Central,Nueva Italia
678,"Luque, Central",,casa,95,built,47247.3,280000000,PYG,58887.33,35020.3,88348.67,42,2,casa|central,488882,1,,infocasas,https://www.infocasas.com.py/vendo-hermosa-casa-familiar-construida-terreno-estandar-zona-luquesanber/192499107,Central,Luque
679,Asunción,Herrera,departamento,40,built,66500,66500,USD,75215.86,45227.3,105505.29,56,8,departamento|asuncion,488088,1,,infocasas,https://www.infocasas.com.py/inversion-exclusiva-departamento-en-pozo-con-potencial-de-valorizacion-en-ubicacion-estrategica/193640329,Asunción,
680,"Altos, Cordillera",,terreno,360,land,14849.15,88000000,PYG,24750.36,16317.91,32244.76,49,2,terreno|cordillera,485159,1,915,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/altos/143005083-2,Cordillera,Altos
681,"San Bernardino, Cordillera",,terreno,1489,land,44431,44431,USD,54322.98,35815.14,70771.98,49,1,terreno|cordillera,484707,1,461,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143054111-90,Cordillera,San Bernardino
682,"Lambaré, Central",,departamento,65,total,74245.75,440000000,PYG,85736.56,51982.08,130576.78,42,1,departamento|central,482614,1,456,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/lambare/143075156-30,Central,Lambaré
683,Asunción,Recoleta,departamento,41,built,56000,56000,USD,64529.44,38801.55,90515.44,56,8,departamento|asuncion,477649,1,,infocasas,https://www.infocasas.com.py/departamento-de-1-dormitorio-en-venta-en-recoleta/193873196,Asunción,
684,"Ñemby, Central",,casa,200,built,59059.12,350000000,PYG,70430.54,41885.04,105666.95,42,5,casa|central,477600,2,,uprop,https://uprop.com.py/detail/casa-en-nemby-0c7f33c6-3746-469b-9c11-69f923f42737,Central,Ñemby
685,"Fernando de la Mora, Central",,departamento,54,built,54098,54098,USD,65454.71,39685.19,99687.52,42,8,departamento|central,476982,1,974,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/fernando-de-la-mora/143080002-171,Central,Fernando de la Mora
686,"Nueva Italia, Central",,terreno,1000,land,39653.98,235000000,PYG,64741.79,28848.94,113129.8,19,0,terreno|central,476668,1,,infocasas,https://www.infocasas.com.py/vendo-terreno-residencial-en-nueva-italia-centro/191628801,Central,Nueva Italia
687,"Caacupé, Cordillera",,terreno,382,land,11389.97,67500000,PYG,21112.68,13919.59,27505.6,49,3,terreno|cordillera,476413,1,1023,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143061065-4,Cordillera,Caacupé
688,"Ñemby, Central",,casa,170,built,59059.12,350000000,PYG,70363.41,41845.12,105566.22,42,4,casa|central,474780,1,,infocasas,https://www.infocasas.com.py/casa-en-venta-en-%C3%B1emby/193957303,Central,Ñemby
689,"San Antonio, Central",,casa,120,built,43872.49,260000000,PYG,55160.88,32804.17,82757.86,42,2,casa|central,474112,1,610,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/san-antonio/143094012-79,Central,San Antonio
690,"Fernando de la Mora, Central",,departamento,49.3,total,55185,55185,USD,66471.57,40301.71,101236.2,42,8,departamento|central,474036,1,975,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/fernando-de-la-mora/143080077-4,Central,Fernando de la Mora
691,"Villa Elisa, Central",,casa,300,built,92807.19,550000000,PYG,104031.96,61867.8,156079.14,42,8,casa|central,471440,1,955,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/villa-elisa/143010146-43,Central,Villa Elisa
692,"San Bernardino, Cordillera",,terreno,1156,total,52309.51,310000000,PYG,61847.36,40775.97,80574.75,49,8,terreno|cordillera,467355,1,737,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143075004-151,Cordillera,San Bernardino
693,"San Bernardino, Cordillera",,terreno,379.75,total,23623.65,140000000,PYG,33159.2,21861.86,43199.81,49,2,terreno|cordillera,467242,1,29,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143063225-23,Cordillera,San Bernardino
694,"Ciudad del Este, Alto Paraná",,departamento,44,total,69900,69900,USD,77777.95,65442.36,117748.03,59,8,departamento|alto parana,464799,1,532,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/ciudad-del-este/143099001-4,Alto Paraná,Ciudad del Este
695,"Luque, Central",,casa,366,built,96182,570000000,PYG,107197.78,63750.52,160828.83,42,7,casa|central,462663,1,,uprop,https://uprop.com.py/detail/casa-en-luque-maka-i-cffda37f-ac72-41f3-8f46-19598abaa209,Central,Luque
696,"Nueva Colombia, Cordillera",,terreno,480,land,20248.84,120000000,PYG,29690.64,19575.04,38680.97,49,1,terreno|cordillera,462648,1,258,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/nueva-colombia/143063238-1,Cordillera,
697,"Villa Elisa, Central",,departamento,64,total,43872.49,260000000,PYG,54877.47,33272.21,83578.38,42,0,departamento|central,462209,1,878,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/villa-elisa/143005081-86,Central,Villa Elisa
698,"Ypacaraí, Central",,casa,360,built,84370.17,500000000,PYG,95324.5,56689.48,143015.34,42,0,casa|central,460082,1,,infocasas,https://www.infocasas.com.py/se-vende-casa-amoblada-en-barrio-cerrado-en-ypacaray-/193530209,Central,Ypacaraí
699,"Lambaré, Central",,terreno,480,land,75000,75000,USD,99142.17,44177.75,173241.02,19,8,terreno|central,458701,1,,infocasas,https://www.infocasas.com.py/due%C3%B1o-vende/192277430,Central,Lambaré
700,"Ñemby, Central",,casa,168.65,built,53996.91,320000000,PYG,64605.23,38420.73,96927.23,42,5,casa|central,445550,1,489,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/nemby/143091036-70,Central,Ñemby
701,"Luque, Central",,departamento,55,total,73900,73900,USD,84506.86,51236.51,128703.94,42,8,departamento|central,445488,1,20,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/luque/143098009-772,Central,Luque
702,"Luque, Central",,terreno,720,total,45559.89,270000000,PYG,68881.3,30693.51,120363.18,19,7,terreno|central,443107,1,91,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143098009-752,Central,Luque
703,"Lambaré, Central",,terreno,615.64,land,75933.16,450000000,PYG,99217.21,44211.19,173372.16,19,8,terreno|central,442397,3,,uprop,https://uprop.com.py/detail/terrenos-en-lambare-8837ad10-8b46-414d-bd2a-5c7167666e0f,Central,Lambaré
704,"San Lorenzo, Central",,terreno,360,land,33748.07,200000000,PYG,57002.17,25400.17,99605.59,19,8,terreno|central,441828,3,,uprop,https://uprop.com.py/detail/terreno-en-san-lorenzo-9468412d-5b17-40dd-ab36-6efb58e9dcdd,Central,San Lorenzo
705,"Luque, Central",,terreno,360,land,33748.07,200000000,PYG,56841.54,25328.59,99324.91,19,8,terreno|central,438776,3,16,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143038055-10,Central,Luque
706,"Ypacaraí, Central",,casa,150,built,59059.12,350000000,PYG,69493.38,41327.71,104260.91,42,0,casa|central,438239,1,,infocasas,https://www.infocasas.com.py/vendo-terreno-en-barrio-cerrado-miralago/194148525,Central,Ypacaraí
707,"Lambaré, Central",,terreno,390,total,50000,50000,USD,72915.99,32491.37,127413.41,19,8,terreno|central,435404,1,493,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/lambare/143050121-16,Central,Lambaré
708,"Julián Augusto Saldívar, Central",,casa,45,built,26998.46,160000000,PYG,37348.98,22211.44,56034.67,42,1,casa|central,434722,1,,infocasas,https://www.infocasas.com.py/vendo-a-estrenar-casa-de-2-dormitorios-en-j-augusto-saldivar-a-45-min-de-asu/193339975,Central,Julián Augusto Saldívar
709,"Atyra, Cordillera",,terreno,432,total,12655.53,75000000,PYG,21495.65,14172.08,28004.53,49,2,terreno|cordillera,433166,2,387,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/atyra/143063104-167,Cordillera,
710,"Arroyos y Esteros, Cordillera",,terreno,1102.28,total,30710.74,182000000,PYG,39538.72,26067.88,51511.04,49,1,terreno|cordillera,432571,1,128,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/arroyos-y-esteros/143105023-5,Cordillera,
711,"San Lorenzo, Central",,terreno,420,total,40497.68,240000000,PYG,63027.18,28084.91,110133.69,19,8,terreno|central,428060,1,577,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-lorenzo/143080077-21,Central,San Lorenzo
712,"Luque, Central",,terreno,1440,land,80995.37,480000000,PYG,103424.12,46085.79,180723.31,19,8,terreno|central,426146,1,772,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143063189-14,Central,Luque
713,Asunción,Loma Pytá,departamento,58,built,63000,63000,USD,70598.44,42450.84,99028.44,56,8,departamento|asuncion,425513,1,,infocasas,https://www.infocasas.com.py/vendo-departamento-en-pozo-altea-hub/193425735,Asunción,
714,"Luque, Central",,departamento,70,total,75000,75000,USD,85080.38,51584.24,129577.43,42,6,departamento|central,423376,1,230,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/luque/143072126-34,Central,Luque
